TAC,manufacturer,model,aka,os,year,lte
35375801,Shenzhen Gaoxinqi Technology,Gs508,,Proprietary,,0
35375802,Gionee Communication Equipment,Gionee  M9,,Proprietary,,0
35375803,Qingdao Haier Telecom,Hg,Hg-k2,Proprietary,,0
35375804,Nokia,C6,C6-01.3\,RM-601\,RM-718,Symbian,,0
35375805,Sinopac Industries,whitecherry K9,,Android,2012,0
35375900,Nokia,NHM,3315\, 3315NHM-5NY (DCT-3),Symbian,,0
35375901,Shenzhen Gaoxinqi Technology,GS518,,Proprietary,,0
35375902,Zte Corporation,Zte Zte E760,,Proprietary,,0
35375903,Pdc Group,Wentto Dg290,,Proprietary,,0
35375904,Nokia,C6,C6-01,Symbian,,0
35375905,Htc,HTC PM59120,,Android,2012,0
35376000,Nokia,3310,NHM-5(NX)\, 3310\, 3310NHM-5NX (DCT-3),Symbian,,0
35376001,Shenzhen Gaoxinqi Technology,GS528,,Proprietary,,0
35376002,Samsung,Samsung Sgh B200,Samsung Sgh B200\, SGH-B200,Proprietary,,0
35376003,Kingtakhkcommunication Equipment Li,Twings 1313,,Proprietary,,0
35376004,Nokia,C3,C3-00\,C3-00.2\,RM-614\, C3-00RM-614,Symbian,,0
35376005,Htc,HTC Windows Phone 8S by HTC,,Android,2012,0
35376100,Nokia,5140,NPL-5\, 5140\, 5140NPL-5 (DCT-4),Symbian,,0
35376101,Gionee Communication Equipment,Gionee S500,,Proprietary,,0
35376102,Samsung,Samsung Sgh J638,,Proprietary,,0
35376103,Kingtakhkcommunication Equipment Li,Twings D13,,Proprietary,,0
35376104,Nokia,5130 XpressMusic,5130\,5130c-2\,5146\,RM-495\,RM-496\, 5130 Xpress Music\, 51305130c-2 RM-495,Symbian,,0
35376105,Htc,HTC PM59130,,Android,2012,0
35376200,Nokia,NPL,5140b\, 5140bNPL-4 (DCT-4),Symbian,,0
35376201,Mobiwire Sas,Ot4x8,,Proprietary,,0
35376202,Shenzhen Vita Electronic,Ht620,,Proprietary,,0
35376203,Huawei,E160,,Proprietary,,0
35376204,Nokia,2730 classic,2730c\,2730c-1\,2730c-1b\,RM-578\,RM-579\, 2730 Classic\, 2730c-12730c RM-578,Symbian,,0
35376205,Htc,HTC PM59110,,Android,2012,0
35376300,Nokia,NPL,5140b\, 5140bNPL-4 (DCT-4),Symbian,,0
35376301,Research In Motion,BlackBerry 8820,BlackBerry 8820\, Blackberry  8820\, Blackberry8820\, Blackberry 8820,Blackberry,,0
35376302,Shenzhen Vita Electronic,Ht690,,Proprietary,,0
35376303,Huawei,E160,E160\, E160USB Modem\, E160 USB Modem,Proprietary,,0
35376304,Nokia,5230,5230 Nuron\,5230-1b\,5230-1c\,5230-1d\,5235\,5238\,RM-588\,RM-593\,RM-594\,RM-629\, 52305235  RM-588\, 52305235RM-588,Symbian,,0
35376305,Quartel Infotech Ltd,MAXIMUS M303m,,Android,2012,0
35376400,Nokia,2300,RM-4\,RM-5\, 2300\, 2300RM-4 (DCT-4),Symbian,,0
35376401,Benq,Pelican Butterfly LAM,Pelican Butterfly Lam\, CoLtd unknown,Proprietary,,0
35376402,Huixuncommunications Co Ltd,Widetel Wt,Widetel Wt-t666,Proprietary,,0
35376403,Sourcehkltd,J,J-MAX Gladitor,Proprietary,,0
35376404,Nokia,X3,RM-540\,RM-639\,RM-775\,X3-00\,X3-02\,X3-02.5\,X3-02i\, X3-02 Touch and Type\, X3-02RM-639,Symbian,,0
35376405,Lg,LG LG,LG LG-T375,Android,2012,0
35376500,Nokia,3100,3120\,RH-19\, 3100\, 3100RH-19 (DCT-4),Symbian,,0
35376501,Benq,Pelican Butterfly LAM,Pelican Butterfly Lam\, CoLtd unknown,Proprietary,,0
35376502,Shenzhen Konka Telecommunications,Konka 6670,,Proprietary,,0
35376503,Sourcehkltd,J,J-max-warrior,Proprietary,,0
35376504,Nokia,1661,1661-2\,1662\,1662-2\,RH-122\, 16611661-2  1662  1662-2 RH-122 (DCT4)\, 16611661-216621662-2 RH-122 (DCT4),Symbian,,0
35376505,Topteam (Hong Kong),richcom c33,,Android,2012,0
35376600,Nokia,6600,7610\,NHL-10\,RH-51\, 6600\, 6600NHL-10 (DCT-4),Symbian,,0
35376601,Benq,Pelican Butterfly LAM,Pelican Butterfly Lam\, CoLtd Pelican Butterfly LAM,Proprietary,,0
35376602,Ntt,Foma Ht1100,Foma Ht1100\, DoCoMoFOMA HT1100,Proprietary,,0
35376603,Sourcehkltd,J,J-max-jamaica,Proprietary,,0
35376604,Nokia,6700 slide,6700s\,6700s-1c\,6702s\,RM-576\,RM-577\,RM-682\, 6700 Slide\, 6700sRM-576,Symbian,,0
35376605,Topteam (Hong Kong),richcom c61,,Android,2012,0
35376700,Nokia,6230,RH-12\, 6230\, 6230RH-12 (DCT-4),Symbian,,0
35376704,Nokia,2730 classic,2730c\,2730c-1\,2730c-1b\,RM-578\,RM-579\, 2730 Classic\, 2730c-1bRM-579,Symbian,,0
35376705,Hitachi Kokusai Electric,NTTDoCoMoINC FOMA UM03,NTTDoCoMoINC FOMA UM03-KO,Android,2012,0
35376800,Nokia,6230,RH-12\, 6230\, 6230RH-12 (DCT-4),Symbian,,0
35376804,Nokia,1800,RM-653\, 1800\, 1800RM-653,Symbian,,0
35376805,Samsung,Samsung GALAXY POCKET GT,Samsung GALAXY POCKET GT-S5301,Android,2012,0
35376900,Nokia,6310i,NPL-1\, 6310i\, 6310iNPL-1 (DCT-4),Symbian,,0
35376901,Ningbo Bird Co,Bird M27,,Proprietary,,0
35376902,Onda Communication Spa,Onda Communication Mt512hs,,Proprietary,,0
35376903,Sourcehkltd,J,J-max-mustang,Proprietary,,0
35376904,Nokia,2710 Navigation Edition,2710c\,2710c-2\,RM-586\, 2710 Classic 2 - Navigation Edition\, 2710c-22710c RM-586,Symbian,,0
35376905,Samsung,Samsung GT,Samsung GT-N7100,Android,2012,0
35377000,Nokia,6100,NPL-2\, 6100\, 6100NPL-2 (DCT-4),Symbian,,0
35377001,Ningbo Bird Co,M37,,Proprietary,,0
35377002,Onda Communication Spa,Onda Communication Msa501hs,,Proprietary,,0
35377003,Shenzhen Kdi Communication,Kdi Communication V520,,Proprietary,,0
35377004,Nokia,X3,RM-540\,RM-639\,RM-775\,X3-00\,X3-02\,X3-02.5\,X3-02i\, X3-00RM-540,Symbian,,0
35377005,Samsung,Samsung GT,Samsung GT-N7100,Android,2012,0
35377100,Nokia,1100,1108\,3120\,RH-18\,RH-19\,RH-38\,RH-75\, 1100\, 1100RH-38 (DCT-4),Symbian,,0
35377101,Benq,M23CG,M23\,M23A\, 56M23A\, CoLtd M23 M23A,Proprietary,,0
35377102,Onda Communication Spa,Onda Communication Mdc502hs,,Proprietary,,0
35377103,H K Tone,Sotel N95y+,,Proprietary,,0
35377104,Nokia,7020,7020a-2\,RM-497\, 7020a-27020  RM-497\, 7020a-27020RM-497,Symbian,,0
35377105,Samsung,Samsung GALAXY NOTE 2 GT,Samsung GALAXY NOTE 2 GT-N7100,Android,2012,0
35377200,Nokia,2300,RM-4\,RM-5\, 2300\, 2300RM-4 (DCT-4),Symbian,,0
35377201,Benq,CF61,HERC6A\, Benq-siemens Cf61\, CoLtd CF61,Proprietary,,0
35377202,Guang Dong Gaoke,Gk390,,Proprietary,,0
35377203,Pdc Group,Vx66s,,Proprietary,,0
35377204,Nokia,5250,RM-684\, 5250\, 5250RM-684,Symbian,,0
35377205,Samsung,Samsung GT,Samsung GT-S7530L,Android,2012,0
35377300,Nokia,2300,RM-4\,RM-5\, 2300\, 2300RM-4 (DCT-4),Symbian,,0
35377301,Jiangsu Gaotong Technology,Gt I6,,Proprietary,,0
35377302,Shenzhen Vita Electronic,H620,,Proprietary,,0
35377303,Zhongshan Guoxintong Science,Lp208,,Proprietary,,0
35377304,Nokia,CD,RD-14\, CS-19 Internet Stick,Symbian,,0
35377305,Samsung,Samsung GT,Samsung GT-E1263B,Proprietary,2012,0
35377400,Nokia,2600,RH-59\, 2600\, 2600RH-59 (DCT-4),Symbian,,0
35377401,Jiangsu Gaotong Technology,Gt I8,,Proprietary,,0
35377402,Shenzhen Vita Electronic,H690,,Proprietary,,0
35377403,Zhongshan Guoxintong Science,Lp228,,Proprietary,,0
35377404,Nokia,Nokia RD,Nokia RD-8,Symbian,2012,0
35377405,Utcom Technology Co,UNITONE ZENX2,,Android,2012,0
35377500,Nokia,1100,1108\,3120\,RH-18\,RH-19\,RH-38\,RH-75\, 1100\, 1100RH-18 (DCT-4),Symbian,,0
35377501,Shenzhen Sang Fei,Sang Fei Sed S82,,Proprietary,,0
35377502,Shenzhen Konka Telecommunications,Konka D300,,Proprietary,,0
35377503,Sigmatel,Sigmatel S82,,Proprietary,,0
35377504,Nokia,1616,1616-2\,RH-125\, 1616-21616  RH-125\, 1616-21616RH-125,Symbian,,0
35377505,Samsung,Samsung GT,Samsung GT-E1263B,Proprietary,2012,0
35377600,Nokia,2300,RM-4\,RM-5\, 2300\, 2300RM-4 (DCT-4),Symbian,,0
35377601,Guangzhou Jinpeng Group,Guangzhou Jinpeng A1399,,Proprietary,,0
35377602,Drv,R67,,Proprietary,,0
35377603,Tach,Tach N5,,Proprietary,,0
35377604,Nokia,1616,1616-2\,RH-125\, 1616-21616  RH-125\, 1616-21616RH-125,Symbian,,0
35377605,Samsung,Samsung GT,Samsung GT-E1263B,Proprietary,2012,0
35377700,Nokia,6600,7610\,NHL-10\,RH-51\, 6600\, 6600NHL-10 (DCT-4),Symbian,,0
35377701,Samsung,SGH,Samsung Sgh A707\, SGH-A707Sync\, SGH-A707 Sync,Proprietary,,0
35377702,Shenzhen Sang Fei,Philips 191,,Proprietary,,0
35377703,Unis-Hitech Co Ltd,M3699,,Proprietary,,0
35377704,Nokia,2690,RM-635\, 2690\, 2690RM-635,Symbian,,0
35377705,Zyxel Communications Corp,ZyXEL WAH7130,,Android,2012,1
35377800,Nokia,2300,RM-4\,RM-5\, 2300\, 2300RM-4 (DCT-4),Symbian,,0
35377801,Jiangsu Gaotong Technology,Gt 318,,Proprietary,,0
35377802,Longcheer Technologyshanghaico Ltd,D11lc,,Proprietary,,0
35377803,Ningbo Yidong Electronic,Bl699,,Proprietary,,0
35377804,Nokia,1280,1282\,RM-647\, 1280\, 1280RM-647,Symbian,,0
35377805,Samsung,Samsung GT,Samsung GT-E2260,Proprietary,2012,0
35377900,Nokia,3220,3220b\,RH-37\,RH-49\, 3220RH-37 (DCT-4),Symbian,,0
35377904,Nokia,1280,1282\,RM-647\, 1280\, 1280RM-647,Symbian,,0
35377905,Bao Xing Telecom,PURPOSE P3P5P6P8,,Android,2012,0
35378000,Nokia,3220,3220b\,RH-37\,RH-49\, 3220RH-37 (DCT-4),Symbian,,0
35378001,Samsung,Samsung Sgh E496,Samsung Sgh E496\, SGH-E496,Proprietary,,0
35378002,Longcheer Technologyshanghaico Ltd,D11lc,,Proprietary,,0
35378003,Ningbo Yidong Electronic,Ht708,,Proprietary,,0
35378004,Nokia,2700 classic,2700c\,2700c-2\,RM-561\, 2700 Classic\, 2700c2700c-2 RM-561 (BB5),Symbian,,0
35378005,Zyxel Communications Corp,ZyXEL LTE6100,,Android,2012,1
35378100,Nokia,3220,3220b\,RH-37\,RH-49\, 3220RH-37 (DCT-4),Symbian,,0
35378101,Sierra Wireless,Wireless CPU Q24PL001,,Proprietary,,0
35378102,Zhejiang Gaoxiang Communication,Gx 2008,,Proprietary,,0
35378103,Unis-Hitech Co Ltd,E188,,Proprietary,,0
35378104,Nokia,5800 XpressMusic,5800\,5800d-1\,5800d-1b\,5800i\,RM-356\,RM-427\,RM-428\,RM-602\, 5800 XpressMusic\, 5800d-1RM-356,Symbian,,0
35378105,Rare International Investment,UCT ZM25,,Android,2012,0
35378200,Nokia,3120,3100\,3100b\,3120b\,RH-19\,RH-50\, 3120bRH-50 (DCT-4),Symbian,,0
35378201,Thales Avionics Ltd,Thales,,Proprietary,,0
35378202,Zhejiang Gaoxiang Communication,Gx 2008,,Proprietary,,0
35378203,Huawei,Huawei E6810,,Proprietary,,0
35378204,Nokia,E71,E71-1\,E71-2\,E71-3\,E71x\,RM-346\,RM-357\,RM-407\,RM-462\,RM-493\, E71-2RM-357 (BB5),Symbian,,0
35378205,Maxis Mobile Ltd,Maxis mobile W215,,Android,2012,0
35378300,Nokia,3120,3100\,3100b\,3120b\,RH-19\,RH-50\, 3120bRH-50 (DCT-4),Symbian,,0
35378301,Simcom Limited,T1008,,Proprietary,,0
35378302,Guangzhou Jinpeng Group,A9133,,Proprietary,,0
35378303,Shenzhen Elitek Communication,Nktel2008,,Proprietary,,0
35378304,Nokia,5233,5228\,5232\,5236\,RM-625\, 5233\, 52285232,Symbian,,0
35378305,Sb Tel Enterprise,Symphony FT02 FT28 FT29 FT45,,Android,2012,0
35378400,Nokia,A55,3120\, 3120RH-19 (DCT-4),Symbian,,0
35378401,Sony Ericsson,K310i,K310i\, K310a Ericsson K310i\, K310a K310c K310i,Proprietary,,0
35378402,Guangzhou Jinpeng Group,Guangzhou Jinpeng S4155,,Proprietary,,0
35378403,Zeling Communication Technologyzhej,G,G&l Reyn,Proprietary,,0
35378404,Nokia,E72,E72-1\,E72-2\,RM-529\,RM-530\,RM-584\, E72-1RM-530,Symbian,,0
35378405,Asustek Computer Inc,ASUS ASUS A68,,Android,2012,1
35378500,Nokia,3100,3120\,RH-19\, 3100\, 3100RH-19 (DCT-4),Symbian,,0
35378501,Sony Ericsson,K750,K750c\,K750i\, K750c Ericsson\, K750c K750i,Proprietary,,0
35378502,Beijing Tianyu Communication,K,K-touch Dt08,Proprietary,,0
35378503,Best Electronic Company,Trident S321,,Proprietary,,0
35378504,Nokia,E52,E52-1\,E52-2\,RM-469\,RM-481\, E52-1RM-469,Symbian,,0
35378505,Asustek Computer Inc,ASUS TF600TG,,Android,2012,0
35378600,Nokia,3510i,3530\,RH-9\, 3510i\, 3510i3530  RH-9 (DCT-4)\, 3510i3530RH-9 (DCT-4)\, 3510i 3530RH-9 (DCT-4),Symbian,,0
35378601,Westlake Electronics Group,LC886,,Proprietary,,0
35378602,Beijing Tianyu Communication,K,K-Touch DT28,Proprietary,,0
35378603,Best Electronic Company,Trident E711,,Proprietary,,0
35378604,Nokia,5130 XpressMusic,5130\,5130c-2\,5146\,RM-495\,RM-496\, 5130 Xpress Music\, 51305130c-2 RM-495,Symbian,,0
35378605,Asustek Computer Inc,ASUS TF600TL,,Android,2012,1
35378700,Nokia,3510i,3530\,RH-9\, 3510i\, 3510i3530  RH-9 (DCT-4)\, 3510i3530RH-9 (DCT-4)\, 3510i 3530RH-9 (DCT-4),Symbian,,0
35378701,Westlake Electronics Group,Lc889,,Proprietary,,0
35378702,Guangzhou Jinpeng Group,A7768,,Proprietary,,0
35378703,Best Electronic Company,Trident Si93,,Proprietary,,0
35378704,Nokia,1202,1202-2\,1203-2\,7070\,RH-111\,RH-112\, 12021202-2 1203-2 RH-112 (DCT-4+),Symbian,,0
35378705,Xuhaisheng Technology Limited,HI,HI-TARGET ZHD5209,Android,2012,0
35378800,Nokia,3200,RH-30\, 3200b\, 3200RH-30 (DCT-4),Symbian,,0
35378801,Lg,Lg Ku950,Lg Ku950\, KU950,Proprietary,,0
35378802,Guangzhou Jinpeng Group,Guangzhou Jinpeng E8398,,Proprietary,,0
35378803,Best Electronic Company,Trident Si9s,,Proprietary,,0
35378804,Nokia,2730 classic,2730c\,2730c-1\,2730c-1b\,RM-578\,RM-579\, 2730 Classic\, 2730c-12730c RM-578,Symbian,,0
35378805,Dynamics Hong Kong,ICEMOBILE diamond dust cenior solII,,Android,2012,0
35378900,Nokia,6610i,RM-37\, 6610i\, 6610iRM-37 (DCT-4),Symbian,,0
35378901,Palm,Treo A680,,Proprietary,,0
35378902,Guangzhou Jinpeng Group,A5208,,Proprietary,,0
35378903,Shenzhen Sunup Communication,Sk189,,Proprietary,,0
35378904,Nokia,2320 classic,2320c\,2322c\,RM-514\, 2320 Classic\, 2320cRM-514 (BB5),Symbian,,0
35378905,Samsung,Samsung SC,Samsung SC-01E,Android,2012,1
35379000,Nokia,6610i,RM-37\, 6610i\, 6610iRM-37 (DCT-4),Symbian,,0
35379001,Jiangsu Gaotong Technology,GT M318,,Proprietary,,0
35379002,Samsung,Samsung Sch M490,Samsung Sch M490\, SCH-M490,Proprietary,,0
35379003,Sony Ericsson,T303,T303\, T303i Ericsson,Proprietary,,0
35379004,Nokia,6700 classic,6700 classic Gold Edition\,6700c\,6700c-1\,RM-470\, 6700 Classic\, 6700c-16700c RM-470 (BB5),Symbian,,0
35379005,Caron (Hk) Information,CARON C7500 C9220,,Android,2012,0
35379100,Nokia,3120,3100\,3100b\,3120b\,RH-19\,RH-50\, 3100bRH-50 (DCT-4),Symbian,,0
35379101,Samsung,Samsung Sgh X656,,Proprietary,,0
35379102,Samsung,Samsung Sph W5300,,Proprietary,,0
35379103,Shenzhen Tinno Mobile,Ttn K600,,Proprietary,,0
35379104,Nokia,5230,5230 Nuron\,5230-1b\,5230-1c\,5230-1d\,5235\,5238\,RM-588\,RM-593\,RM-594\,RM-629\, 52305235  RM-588\, 52305235RM-588,Symbian,,0
35379105,Lg,LG LG,LG LG-A270e,Android,2012,0
35379200,Nokia,2652,2650\,RH-53\, 2650RH-53 (DCT-4),Symbian,,0
35379201,Benq,AL26A,Benq-siemens Al26\, CoLtd AL26a,Proprietary,,0
35379202,Samsung,Samsung Sph W5310,Samsung Sph W5310\, SPH-W5310,Proprietary,,0
35379203,Shenzhen Tinno Mobile,Ttn K600,,Proprietary,,0
35379204,Nokia,C5,C5-00\,C5-00.1\,RM-645\,RM-688\, C5-00RM-645,Symbian,,0
35379205,Lg,LG LG,LG LG-E615,Android,2012,0
35379300,Nokia,6260,RM-25\, 6260\, 6260RM-25 Catalina,Symbian,,0
35379301,Benq,AL26A,Benq-siemens Al26\, CoLtd AL26a,Proprietary,,0
35379302,Samsung,Samsung Sph W5000,Samsung Sph W5000\, SPH-W5000,Proprietary,,0
35379303,Shenzhen Tinno Mobile,General Mobile Dst350,,Proprietary,,0
35379304,Nokia,Vertu CONSTELLATION QUEST,RM-582V\, Constellation Quest,Symbian,,0
35379305,Sb Tel Enterprise,Symphony W5 W55 W100,,Android,2012,0
35379400,Nokia,6260,RM-25\, 6260\, 6260RM-25 (DCT-4),Symbian,,0
35379401,Benq,AL26A,Benq-siemens Al26\, CoLtd AL26a,Proprietary,,0
35379402,Chongqing Chongyou Information,Tcn230,,Proprietary,,0
35379403,Shenzhen Tinno Mobile,General Mobile Dst350,,Proprietary,,0
35379404,Nokia,C1,RM-689\, C1-00\, C1-00RM-689 DualSIM,Symbian,,0
35379405,Sb Tel Enterprise,Symphony M15 M20 M80,,Android,2012,0
35379500,Nokia,3310,NHM-5(NX)\, 3310\, 3310NHM-5NX (DCT-3),Symbian,,0
35379501,Gionee Communication Equipment,GiONEE V19,,Proprietary,,0
35379502,Kaihong Mobile Communication,Changhongtg3288,,Proprietary,,0
35379503,Shenzhen Tinno Mobile,Tinno Mobile E500,,Proprietary,,0
35379504,Nokia,2690,RM-635\, 2690\, 2690RM-635,Symbian,,0
35379505,Sb Tel Enterprise,Symphony D56 D58 D100 D110,,Android,2012,0
35379600,Nokia,3120,3100\,3100b\,3120b\,RH-19\,RH-50\, 3120bRH-50 (DCT-4),Symbian,,0
35379601,Dalian Daxian Pantech,X699,,Proprietary,,0
35379602,Sony Ericsson,W200i,W200i/c\, W200a Ericsson W200i\, W200a W200c W200i,Proprietary,,0
35379603,Shenzhen Tinno Mobile,Tinno Mobile E500,,Proprietary,,0
35379604,Nokia,X3,RM-540\,RM-639\,RM-775\,X3-00\,X3-02\,X3-02.5\,X3-02i\, X3-00RM-540,Symbian,,0
35379605,Sb Tel Enterprise,Symphony B45 B46 X96,,Android,2012,0
35379700,Nokia,3200,RH-30\, 3200b\, 3200RH-30 (DCT-4),Symbian,,0
35379701,Dalian Daxian Pantech,D510,,Proprietary,,0
35379702,Sony Ericsson,C902,C902\, C902c Ericsson\, C902c1022141-BV,Proprietary,,0
35379703,Shenzhen Tinno Mobile,Tinno Mobile E01c,,Proprietary,,0
35379704,Nokia,6303 classic,6303c\,6303ci\,RM-443\,RM-638\, 6303i Classic\, 6303ciRM-638,Symbian,,0
35379705,Sinopac Industries,whitecherry M4,,Android,2012,0
35379800,Nokia,6600,7610\,NHL-10\,RH-51\, 6600\, 6600NHL-10 (DCT-4),Symbian,,0
35379801,Zhejiang Holley Communications,Holley Communications H3218,,Proprietary,,0
35379802,Sony Ericsson,C902,C902\, C902c Ericsson\, C902c1022141-BV,Proprietary,,0
35379803,Shenzhen Tinno Mobile,Tinno Mobile E01c,,Proprietary,,0
35379804,Nokia,7230,7230-1c\,RM-598\,RM-604\, 7230RM-604,Symbian,,0
35379805,Sinopac Industries,whitecherry M5,,Android,2012,0
35379900,Nokia,2652,2650\,RH-53\, 2650RH-53 (DCT-4),Symbian,,0
35379901,Desay A&V,Desay X8,,Proprietary,,0
35379902,Guangzhou Jinpeng Group,Guangzhou Jinpeng E7600,,Proprietary,,0
35379903,Kingtakhkcommunication Equipment Li,Ttn Mobile Mx500i,,Proprietary,,0
35379904,Nokia,C1,C1-03\,RM-607\, C1-01\, C1-01RM-607,Symbian,,0
35379905,Samsung,Samsung EK,Samsung EK-KC120S,Android,2012,1
35380000,Nokia,2652,2650\,RH-53\, 2650RH-53 (DCT-4),Symbian,,0
35380001,Ningbo Bird Co,M23,,Proprietary,,0
35380002,Samsung,Samsung Sgh A637,Samsung Sgh A637\, SGH-A637,Proprietary,,0
35380003,Guangzhou Jinpeng Group,A7177,,Proprietary,,0
35380004,Nokia,3208c,RM-572\, 3208\, 3208cRM-572 (BB5) China only,Symbian,,0
35380005,Samsung,Samsung SGH,Samsung SGH-I317,Android,2012,1
35380100,Samsung,SGH,SGH-E820\, SGH-E820T-Mobile,Proprietary,,0
35380101,Bird,Bird D736,,Proprietary,,0
35380102,Qingdao Haier Telecom,AK002,,Proprietary,,0
35380103,Mastone Communication Electrical,Mastone F1,,Proprietary,,0
35380104,Research In Motion,BlackBerry 9650,,Blackberry,,0
35380105,Wootel Wireless Communication,Wootel S100 S200 S500 S600,,Android,2012,0
35380200,Samsung,SGH,SGH-E820\, SGH-E820T-Mobile,Proprietary,,0
35380201,Zhejiang Holley Communications,H5006,,Proprietary,,0
35380202,Gionee Communication Equipment,Gionee  Y09,,Proprietary,,0
35380203,Guangzhou Jinpeng Group,S6838,,Proprietary,,0
35380204,Lg,Gt540r,,Proprietary,,0
35380205,Peiker Acustic Gmbh,Peiker CIB KOM2,,Android,2012,0
35380300,Samsung,SGH,SCH-W109\, SGH-W109,Proprietary,,0
35380301,Qingdao Hisense Communications,Hs,Hs-g3388,Proprietary,,0
35380302,Gionee Communication Equipment,Gionee H80,,Proprietary,,0
35380303,Mastone Communication Electrical,Mastone N70,,Proprietary,,0
35380304,Samsung,Gt,Gt-s5658,Proprietary,,0
35380305,Addtel (Hk) Limited,ADDTEL C3212S5610E2152D900,,Android,2012,0
35380400,D-Net,Benten V88,Benten V88\, InternationalCorp. Benten V88,Proprietary,,0
35380401,Kaihong Mobile Communication,Changhong V338+,,Proprietary,,0
35380402,Zte Corporation,F165v2,,Proprietary,,0
35380403,Kingtakhkcommunication Equipment Li,Ttn Mobile Mx500i,,Proprietary,,0
35380404,Samsung,GT,GT-S5250,Proprietary,,0
35380405,Lg,LG LG,LG LG-C333,Android,2012,0
35380500,Telsda,T,T-23\, MobileT-23,Proprietary,,0
35380501,Sierra Wireless,Wireless CPU Q24PL002,,Proprietary,,0
35380502,Zte Corporation,F159v2,,Proprietary,,0
35380503,Kingtakhkcommunication Equipment Li,Wentto F79,,Proprietary,,0
35380504,Samsung,Gt,Gt-s3370b,Proprietary,,0
35380505,Ct Asia (Hk),BLU DJ Plus,,Android,2012,0
35380600,Telsda,T,T-31i\, MobileT-31i,Proprietary,,0
35380601,Sierra Wireless,Wavecom Q24pl003,,Proprietary,,0
35380602,Shenzhen Asianda Industry,Yxd928,,Proprietary,,0
35380603,Huawei,Ets1160,,Proprietary,,0
35380604,Gadgetree Asia Limited,Crucell X9,,Proprietary,,0
35380605,Ct Asia (Hk),BLU Click Plus,,Android,2012,0
35380700,Soutec,V6,V6\, TechnologyCo Ltd V6,Proprietary,,0
35380701,Sierra Wireless,Wavecom Q24pl004,,Proprietary,,0
35380702,Shenzhen Fadar Telecom,Fdt 808,,Proprietary,,0
35380703,S-Mobile,S,S-mobile F7,Proprietary,,0
35380704,Gadgetree Asia Limited,Crucell X10,,Proprietary,,0
35380705,Lanxun Technology (Hong,DADA C1C2,DADA C1C2-1C2-2C3A10,Android,2012,0
35380800,Pantech,GF100,,Proprietary,,0
35380801,Sierra Wireless,Wavecom Q24ex001,,Proprietary,,0
35380802,Shenzhen Fadar Telecom,Fdt 818,,Proprietary,,0
35380803,Top-1,Top,Top-1 003,Proprietary,,0
35380804,Gadgetree Asia Limited,Crucell C4,,Proprietary,,0
35380805,Sony,SONY ST21a,,Android,2012,0
35380900,Cct,C6688,C6688\, Ltd/ CCT R&D Ltd C6688,Proprietary,,0
35380901,Sierra Wireless,Wavecom Q24ex002,,Proprietary,,0
35380902,Shenzhen Fadar Telecom,Fdt 828,,Proprietary,,0
35380903,Kingtakhkcommunication Equipment Li,Wentto F79,,Proprietary,,0
35380904,Htc,Google Nexus One,,Android,,0
35380905,Sony,SONY ST21i,,Android,2012,0
35381000,Samsung,SGH,SGH-P518,Proprietary,,0
35381001,Sierra Wireless,Wireless Cpu Q24au001,,Proprietary,,0
35381002,Shenzhen Fadar Telecom,Fdt 838,,Proprietary,,0
35381003,Samsung,GT,GT-E1070,Proprietary,,0
35381004,Lg,Lg,Lg-t300,Proprietary,,0
35381005,Sony,SONY ST21a2,,Android,2012,0
35381100,Cats,Module MO110D,Module MO110D\, S.A.Module MO110D,Proprietary,,0
35381101,Sierra Wireless,Wireless Cpu Q24au002,,Proprietary,,0
35381102,Shenzhen Fadar Telecom,Fdt 928,,Proprietary,,0
35381103,Samsung,Samsung E1360s,,Proprietary,,0
35381104,Lg,Lg,Lg-t310,Proprietary,,0
35381105,Sony,SONY ST21i2,,Android,2012,0
35381200,Dbtel,J6,J6\, Inc.J6,Proprietary,,0
35381201,Sony Ericsson,Philips 9,Philips 9@9r\, K610c Ericsson K610im\, K610c K610i K610im,Proprietary,,0
35381202,Shenzhen Fadar Telecom,Fdt 858,,Proprietary,,0
35381203,Samsung,Samsung Sgh T229,,Proprietary,,0
35381204,Lg,Lg,Lg-t310i,Proprietary,,0
35381205,Phone Care Branch,Bee 3100,,Android,2012,0
35381300,Nec,N610,,Proprietary,,0
35381301,Sony Ericsson,K600i,K610i\, K610c Ericsson K610im\, K610c K610i K610im,Proprietary,,0
35381302,Shenzhen Fadar Telecom,Fdt 868,,Proprietary,,0
35381303,Samsung,Samsung E1210s,,Proprietary,,0
35381304,Lg,Lg,Lg-t320,Proprietary,,0
35381305,Htc,HTC HTC T329w,,Android,2012,0
35381400,Nec,N620,,Proprietary,,0
35381401,Cinterion,Siemens Xt75,Siemens Xt75\, WirelessModules XT75 ex Siemens WM\, XT75ex Siemens WM,Proprietary,,0
35381402,Shenzhen Fadar Telecom,Fdt 878,,Proprietary,,0
35381403,Shenzhen Sky Tango,Tecno T350,,Proprietary,,0
35381404,Huawei,K3805,,Proprietary,,0
35381405,Phone Care Branch,Bee 1100,,Android,2012,0
35381500,Nec,N108,,Proprietary,,0
35381501,Cinterion Wireless Modules,Siemens Xt65,,Proprietary,,0
35381502,Shenzhen Fadar Telecom,Fdt 888,,Proprietary,,0
35381503,Samsung,Samsung Omnia Ii I8000,,Proprietary,,0
35381504,Huawei,K3805,,Proprietary,,0
